"","id","mkt","brand","constant","price","sugar","mushy","S_jt"
"1",100401881,1,1,1,0.0720879441769074,2,1,0.012417211928626
"2",100601881,1,2,1,0.114178489276538,18,1,0.00780938680281913
"3",100701881,1,3,1,0.132390663329415,4,1,0.0129945109590129
"4",100901881,1,4,1,0.130344081735087,3,0,0.00576996134139876
"5",101101881,1,5,1,0.154823308118105,12,0,0.0179341412840335
"6",101301881,1,6,1,0.137049213316071,14,0,0.0266018915920086
"7",101701881,1,7,1,0.144209356756514,3,1,0.0250147660207507
"8",103001881,1,8,1,0.12819085398927,4,0,0.00505804973428995
"9",104501881,1,9,1,0.149610739587064,14,0,0.00533176458668687
"10",200501881,1,10,1,0.108513943459442,1,0,0.0380677977148761
"11",200801881,1,11,1,0.132286581111514,11,0,0.00834772047867316
"12",201501881,1,12,1,0.11208285337077,4,1,0.00659618538502111
"13",201601881,1,13,1,0.115262571736447,3,1,0.0301174324341996
"14",201901881,1,14,1,0.110878952034706,13,0,0.100045769834402
"15",202601881,1,15,1,0.128108061950172,13,0,0.0132338895991171
"16",202801881,1,16,1,0.174827309754059,16,1,0.0236425428213948
"17",204001881,1,17,1,0.133637313666267,10,0,0.00866195831112652
"18",204801881,1,18,1,0.14741728514014,3,0,0.00269948046778852
"19",300601881,1,19,1,0.109803254274491,20,1,0.0189430447434801
"20",301401881,1,20,1,0.136959754259925,7,0,0.0108459198529225
"21",400201881,1,21,1,0.175126870012463,14,0,0.0078498957031345
"22",401001881,1,22,1,0.135669813619683,6,0,0.00073173058231217
"23",401201881,1,23,1,0.135172434513808,12,0,0.00949047680363643
"24",601801881,1,24,1,0.142823405514954,0,0,0.0465699428979439
"25",100403881,2,1,1,0.0805696744374675,2,1,0.002596454618665
"26",100603881,2,2,1,0.105818523701494,18,1,0.0769626711920392
"27",100703881,2,3,1,0.119926180449577,4,1,0.0264248782346843
"28",100903881,2,4,1,0.101785138490539,3,0,0.00160316477400868
"29",101103881,2,5,1,0.201519932921551,12,0,0.00395155567050448
"30",101303881,2,6,1,0.14597241828954,14,0,0.0124062203130744
"31",101703881,2,7,1,0.137251532029707,3,1,0.00458360876344179
"32",103003881,2,8,1,0.124487518093844,4,0,0.00617143416393424
"33",104503881,2,9,1,0.101389270839427,14,0,0.0289871672901015
"34",200503881,2,10,1,0.105554941371049,1,0,0.0243402128165927
"35",200803881,2,11,1,0.124460372473379,11,0,0.0322124428597019
"36",201503881,2,12,1,0.109358752622639,4,1,0.00359302299329368
"37",201603881,2,13,1,0.126192757956857,3,1,0.0427904591923225
"38",201903881,2,14,1,0.119091785458522,13,0,0.00503687163222414
"39",202603881,2,15,1,0.110731542621392,13,0,0.0226672084433495
"40",202803881,2,16,1,0.140106581899827,16,1,0.0540344781630037
"41",204003881,2,17,1,0.127125560298452,10,0,0.00114407694642274
"42",204803881,2,18,1,0.141832906971339,3,0,0.00220348352355349
"43",300603881,2,19,1,0.145553898584476,20,1,0.00324300206398035
"44",301403881,2,20,1,0.180119690476828,7,0,0.0159885267560289
"45",400203881,2,21,1,0.141334601473401,14,0,0.00816451137356069
"46",401003881,2,22,1,0.102027948870759,6,0,0.00643677966530548
"47",401203881,2,23,1,0.0820493283966904,12,0,0.0271488129428755
"48",601803881,2,24,1,0.146952398318967,0,0,0.00212839607764929
"49",100404881,3,1,1,0.0798728719042775,2,1,0.00161485667162114
"50",100604881,3,2,1,0.136030032253982,18,1,0.0136911355245798
"51",100704881,3,3,1,0.116671328848649,4,1,0.00806883396221728
"52",100904881,3,4,1,0.0975058723037071,3,0,0.023214766220005
"53",101104881,3,5,1,0.143303662746988,12,0,0.105280456521598
"54",101304881,3,6,1,0.1038030961028,14,0,0.104084317836893
"55",101704881,3,7,1,0.122579276643912,3,1,0.0277725026766395
"56",103004881,3,8,1,0.117751472057932,4,0,0.00494229602434879
"57",104504881,3,9,1,0.101465897917347,14,0,0.0221491163217364
"58",200504881,3,10,1,0.123024152897954,1,0,0.00862099327232976
"59",200804881,3,11,1,0.113969094131273,11,0,0.0189735609021125
"60",201504881,3,12,1,0.103434334268593,4,1,0.00413484108805025
"61",201604881,3,13,1,0.134607864587018,3,1,0.0230492127682961
"62",201904881,3,14,1,0.135218456460373,13,0,0.00724021728995852
"63",202604881,3,15,1,0.121191564489267,13,0,0.0463234083585887
"64",202804881,3,16,1,0.171493027975091,16,1,0.00538779556842106
"65",204004881,3,17,1,0.116768917803339,10,0,0.0102600266272105
"66",204804881,3,18,1,0.12875396509573,3,0,0.0106034240620849
"67",300604881,3,19,1,0.139507515685258,20,1,0.0131042386035692
"68",301404881,3,20,1,0.09587863530302,7,0,0.146673072841686
"69",400204881,3,21,1,0.147489583915627,14,0,0.0142029193396762
"70",401004881,3,22,1,0.091444638446014,6,0,0.0176896938610725
"71",401204881,3,23,1,0.102082554201673,12,0,0.0247370401701457
"72",601804881,3,24,1,0.153507947893615,0,0,0.00676604626935912
"73",100405881,4,1,1,0.103563856693469,2,1,0.00162575959218249
"74",100605881,4,2,1,0.103761820425764,18,1,0.0349291214254672
"75",100705881,4,3,1,0.139833214004073,4,1,0.00158765077537127
"76",100905881,4,4,1,0.0684780451103882,3,0,0.0215924917696691
"77",101105881,4,5,1,0.180410520028843,12,0,0.0308604824759221
"78",101305881,4,6,1,0.149008634184832,14,0,0.0113245899724332
"79",101705881,4,7,1,0.110212203556667,3,1,0.0418787296387852
"80",103005881,4,8,1,0.115206268008383,4,0,0.0056844844795252
"81",104505881,4,9,1,0.139325312513057,14,0,0.0106967172961066
"82",200505881,4,10,1,0.129515886504585,1,0,0.0225785144497783
"83",200805881,4,11,1,0.0976058931446922,11,0,0.0685664232138292
"84",201505881,4,12,1,0.10533156397626,4,1,0.00103376587391205
"85",201605881,4,13,1,0.137513567711978,3,1,0.0132314864982923
"86",201905881,4,14,1,0.127885338816058,13,0,0.0155581898817369
"87",202605881,4,15,1,0.109563181389547,13,0,0.0132175389883904
"88",202805881,4,16,1,0.190331023184733,16,1,0.00940864714676133
"89",204005881,4,17,1,0.145593825404812,10,0,0.0078891559048601
"90",204805881,4,18,1,0.0973001606030601,3,0,0.00977142996471818
"91",300605881,4,19,1,0.134499362969016,20,1,0.0154162112109444
"92",301405881,4,20,1,0.135901099505362,7,0,0.0281941052784305
"93",400205881,4,21,1,0.135326470776222,14,0,0.0133625532450399
"94",401005881,4,22,1,0.112431237554123,6,0,0.00308778454342556
"95",401205881,4,23,1,0.0850883026457424,12,0,0.0384539439234826
"96",601805881,4,24,1,0.140114161301635,0,0,0.00437693862438305
"97",100407881,5,1,1,0.0740447956801089,2,1,0.0304361560484744
"98",100607881,5,2,1,0.116168561398169,18,1,0.0367769563620852
"99",100707881,5,3,1,0.124300659392487,4,1,0.00800382575024265
"100",100907881,5,4,1,0.115376042162634,3,0,0.00990448891263083
"101",101107881,5,5,1,0.161663676992989,12,0,0.0198176443740359
"102",101307881,5,6,1,0.112801268816826,14,0,0.00453995479410026
"103",101707881,5,7,1,0.103270855829737,3,1,0.0830692151824128
"104",103007881,5,8,1,0.100871429683388,4,0,0.0143254969071249
"105",104507881,5,9,1,0.129758045232303,14,0,0.0116689042497233
"106",200507881,5,10,1,0.0989516877493873,1,0,0.0820687356482449
"107",200807881,5,11,1,0.0749349325801734,11,0,0.0928495095050324
"108",201507881,5,12,1,0.129293870383283,4,1,0.000931395742742019
"109",201607881,5,13,1,0.120961783003361,3,1,0.0180978818868089
"110",201907881,5,14,1,0.149298069050384,13,0,0.00567464773485259
"111",202607881,5,15,1,0.149662717852013,13,0,0.00406790066506506
"112",202807881,5,16,1,0.191664797870351,16,1,0.00473707441708125
"113",204007881,5,17,1,0.171032681924009,10,0,0.00619050351042884
"114",204807881,5,18,1,0.136831871144891,3,0,0.00617818692517703
"115",300607881,5,19,1,0.0830232716525376,20,1,0.0124950772334074
